id,x,y,ndvi,ndbi,lst,elevation,rainfall,distance_to_water,population
788,500105.0,2599325.0,-0.017963252214546095,-0.04024257530863722,-0.046232780896273785,0.026334927006727932,-0.09847381478289599,-0.08781047292344525,-0.015961543981864928
795,501005.0,2599085.0,-0.017518847493572604,0.002960749622469291,-0.08205497984073742,-0.07855672578331212,0.05060038936013167,-0.09820712907004989,-0.032314064886185656
813,500315.0,2597885.0,0.014717914635661768,0.034554976811745845,0.07467079619807995,0.16065032787093722,0.10238846158221594,0.07405666048153474,0.03402483422579625
822,502775.0,2597495.0,-0.033141186974046395,-0.027849596342525814,0.005171042458358154,-0.05868752671397308,-0.05708610525017816,-0.05620383537187715,-0.01856801580398141
850,501755.0,2597705.0,0.014309986469897819,-0.015509203516181196,0.013858376927219954,-0.06043037816444743,-0.03780755113702745,-0.04567456278249173,-0.011314023405414127
851,501755.0,2599295.0,0.017835390021922283,-0.006460740812013383,0.03972362238697736,0.12689485680761411,0.12435036169474326,0.013125268606387405,0.009857707550334075
854,501635.0,2599265.0,-0.025744268471354904,-0.07119799187391894,-0.1151658387475686,0.01711771909825756,0.04330519505044733,-0.02080615806001765,-0.030058151433775313
855,501335.0,2599205.0,-0.02801275622842608,-0.02989084923447791,-0.13428758222254653,-0.07364536725093689,0.024661316001539584,-0.014202949366855365,-0.022551665511151946
886,502685.0,2598905.0,-0.023733780924172637,-0.03494609785172732,0.02911380315241646,0.030652418484465697,-0.06014132902813646,-0.049829222021782645,-0.009687329103835778
889,501455.0,2597945.0,-0.03590001474038094,-0.04664245482630264,0.004141897161349082,-0.10394023411068157,0.032305813348445435,-0.08561230219517264,-0.029720119255319515
891,502655.0,2599805.0,-0.04351078555900356,-0.019018497298456675,-0.01704713081027462,0.007602425663147317,-0.07861764451359572,-0.07763059971790245,-0.03494771481686173
906,502205.0,2597345.0,-0.021381559510247,-0.03511564417795043,-0.03854964240540764,-0.04805018344119876,-0.07095504045638097,-0.0646536945505419,-0.0120682867403261
907,500915.0,2598215.0,-0.016468854705454446,-0.054708184324255574,-0.004810033182917183,0.01631394594008401,0.08708761494387697,0.1297719047148741,-0.01705079878009131
914,501485.0,2597615.0,-0.032392491873211596,-0.048723538091934575,-0.004006977189830774,-0.041374251246014355,-0.05794088116573465,-0.06623354835790017,-0.0156213860014487
923,501545.0,2599685.0,0.003860534874092814,-0.005130129703761452,0.014954672145431,0.10821550362135594,0.13698370496828627,-0.03812488948669601,-0.009227712994290795
926,501095.0,2598485.0,0.010354067798368349,-0.02993042314663107,-0.025970064235200183,0.05727826751916679,0.07253825746735411,0.35228069623174846,-0.008456803074542761
929,502445.0,2599775.0,-0.039187941014822425,-0.024768038217583895,-0.003736429706888851,0.01617627039728951,-0.07477556965070671,-0.06786310695894386,-0.023892391896198278
937,502355.0,2599565.0,-0.01017560994585903,-0.021984577721836793,0.029398049186325423,0.05739456012666875,-0.022839925532392332,-0.05856201297822067,-0.010340216751257668
939,501515.0,2598125.0,-0.018858257212106228,-0.039391933902554244,-0.0007551104174787057,-0.0835213229989511,-0.00324456760616784,-0.08650272179416012,-0.006895873558870164
942,502025.0,2599235.0,-0.004571214771808396,-0.032059455443547914,0.03858042905936896,0.07430616440254457,0.07972952733477179,0.003751351579825937,-0.007642859917125565
946,501005.0,2599145.0,-0.019307309541646053,0.007833654107432432,-0.06272012545976711,-0.08591954508038926,0.03985081259513351,-0.12043066136765236,-0.031111568065854443
964,502325.0,2599085.0,-0.025374940027647133,-0.05120180464107995,0.03431415860423612,0.0460784664191356,0.044303989903724236,-0.015995437236259836,-0.011228919391948838
969,500735.0,2598005.0,-0.019525641061884254,-0.08529157829939771,0.0163701898194401,0.05750615177749797,0.05667431290146838,-0.049343633514609346,-0.04791228380373305
971,502475.0,2597585.0,-0.020303630072187346,-0.036198469534599154,-0.019025301601867533,-0.04671309852834921,-0.06392656859401429,-0.06612295686083879,-0.014383792989961916
1001,501875.0,2597465.0,-0.03034950132035143,-0.01800892638451461,-0.00526340523564424,-0.03567308637795314,-0.05141625824835528,-0.04670512449273003,-0.014153833384299121
1006,501395.0,2599355.0,-0.020196359532950122,-0.01558731438966663,-0.11260706301673107,-0.015397940385119227,0.04627871984402116,-0.0944161924159894,-0.03198290527062103
1012,501425.0,2599235.0,-0.028154339971739373,-0.04697645949246,-0.150944058160989,-0.02690439622752493,0.03408283520020373,-0.01670379494817272,-0.032912603817194346
1016,502895.0,2599535.0,-0.017586823599088034,-0.02342330846398336,0.01958645966234478,0.044158687175294066,-0.09546019557890607,-0.0582099884160785,-0.01866406423240485
1018,501515.0,2599925.0,-0.0019240120048718253,-0.0019729930277685086,0.03998448828980425,0.046530510792804756,0.10413749585269345,0.015922885438415076,-0.006376483388516785
1019,501125.0,2598935.0,-0.02130583476007467,0.002891651078889045,-0.13405929222078014,-0.0804274687148959,0.010289586084519804,0.06215979966161699,-0.030558041584376486
1048,501275.0,2598845.0,-0.04152152373136595,-0.00416131717347798,-0.1284869315983344,0.002117196229208223,-0.01329012046360328,0.20326501856972634,-0.05140599968044806
1050,500435.0,2599055.0,0.0014940679505910188,-0.0355987220098708,0.024284839375881682,-0.08422726941985635,0.05545316932345047,-0.0860506054364897,-0.03979985379858061
1051,502805.0,2598455.0,0.12606076293715718,0.09105168117108785,-0.04254485342840748,-0.0586754008092434,-0.042875440893045964,0.22617178294496318,0.07844135680967061
